location,total_sqft,bhk,bath,balcony,age_years,furnishing,parking,price_lakhs
Koramangala,2249,4,5,3,0.6,Semi-Furnished,1,269.8
Marathahalli,1641,3,3,0,3.2,Semi-Furnished,1,95.48
Marathahalli,1175,2,2,2,3.1,Semi-Furnished,1,62.7
JP Nagar,1106,2,2,1,13.2,Unfurnished,1,68.99
BTM Layout,1533,3,4,1,1.5,Semi-Furnished,1,119.96
Whitefield,755,1,1,1,6.2,Unfurnished,0,45.68
Yelahanka,1339,2,1,0,0.9,Semi-Furnished,1,76.25
Whitefield,907,2,3,0,18.5,Furnished,1,54.95
Jayanagar,1212,2,2,3,5.4,Furnished,1,124.64
Koramangala,1487,3,3,0,5.9,Semi-Furnished,1,158.27
Koramangala,1031,2,2,3,3.4,Unfurnished,1,95.47
Koramangala,820,2,3,2,2.5,Unfurnished,0,83.73
Marathahalli,1457,3,4,3,1.4,Unfurnished,1,76.56
Koramangala,1950,4,4,3,5.6,Semi-Furnished,1,225.22
Hebbal,980,2,3,2,18.5,Unfurnished,1,62.69
HSR Layout,435,1,2,0,2.7,Furnished,0,42.3
Whitefield,983,2,1,1,12.9,Furnished,0,60.95
JP Nagar,1439,3,3,0,1.0,Unfurnished,1,107.91
Koramangala,1515,3,2,1,16.5,Semi-Furnished,1,159.85
HSR Layout,1258,3,2,1,2.6,Semi-Furnished,1,111.14
Yelahanka,1883,4,4,1,2.9,Unfurnished,0,91.99
Koramangala,1554,3,4,1,3.7,Semi-Furnished,0,153.83
Whitefield,1380,3,3,0,7.6,Unfurnished,0,79.26
HSR Layout,1211,2,2,2,7.6,Unfurnished,0,107.53
Sarjapur Road,634,1,1,0,3.9,Semi-Furnished,0,34.14
Yelahanka,2891,5,6,1,4.4,Furnished,1,181.89
Yelahanka,1262,2,2,2,0.2,Unfurnished,1,55.97
Yelahanka,1004,2,2,2,2.2,Semi-Furnished,1,57.27
Indiranagar,1414,3,4,1,2.5,Unfurnished,1,153.71
HSR Layout,1181,2,2,2,4.9,Furnished,1,125.51
Hebbal,1576,3,3,0,4.9,Furnished,1,122.8
Electronic City,1472,3,4,0,7.4,Unfurnished,0,60.62
Koramangala,1259,2,1,0,7.6,Furnished,1,141.76
Koramangala,2068,4,5,0,1.6,Unfurnished,1,261.48
HSR Layout,1055,2,1,1,8.8,Unfurnished,1,86.07
Sarjapur Road,1053,2,3,1,0.1,Semi-Furnished,1,71.1
Whitefield,1360,3,3,1,7.6,Unfurnished,0,70.24
Jayanagar,1512,3,3,0,0.6,Semi-Furnished,1,154.08
Indiranagar,1710,3,3,0,7.8,Semi-Furnished,1,195.18
Sarjapur Road,1117,2,2,2,4.5,Unfurnished,0,59.72
Electronic City,1505,3,2,1,3.4,Unfurnished,1,65.23
HSR Layout,1026,2,3,2,7.0,Semi-Furnished,1,91.11
Hebbal,2150,4,4,1,0.2,Unfurnished,0,132.99
Hebbal,1162,2,3,3,1.5,Unfurnished,0,80.09
HSR Layout,1591,3,3,3,5.7,Unfurnished,1,153.15
Koramangala,550,1,1,1,11.3,Furnished,1,60.22
HSR Layout,1099,2,3,1,2.9,Furnished,0,131.28
Koramangala,1122,2,2,2,1.8,Unfurnished,1,112.3
Indiranagar,1949,4,4,1,4.4,Unfurnished,1,188.77
Jayanagar,1525,3,2,1,5.8,Semi-Furnished,1,136.11
Koramangala,1776,4,5,0,3.3,Furnished,1,219.2
Koramangala,1122,2,1,1,12.6,Unfurnished,1,91.71
Yelahanka,1149,2,2,4,4.4,Furnished,1,62.47
Sarjapur Road,712,1,1,1,0.2,Semi-Furnished,0,42.04
Marathahalli,1441,3,3,3,1.5,Furnished,0,93.45
Electronic City,1096,2,3,3,3.6,Unfurnished,1,49.54
Electronic City,2314,4,5,1,7.2,Furnished,0,116.08
Sarjapur Road,2312,4,5,2,1.5,Unfurnished,1,128.65
Koramangala,2096,4,5,0,22.4,Furnished,1,204.86
Electronic City,1521,3,2,2,2.3,Semi-Furnished,0,75.06
Marathahalli,1667,3,3,3,4.6,Semi-Furnished,1,91.41
Marathahalli,1275,3,3,0,0.1,Furnished,1,83.9
Yelahanka,1002,2,3,2,13.0,Semi-Furnished,1,46.43
Koramangala,1700,3,4,2,9.3,Semi-Furnished,0,186.04
Whitefield,746,1,1,4,1.3,Unfurnished,0,46.77
Sarjapur Road,1105,2,2,2,16.2,Semi-Furnished,1,57.63
Koramangala,824,2,3,1,2.3,Furnished,1,104.93
Yelahanka,1043,2,2,2,7.1,Unfurnished,1,50.58
Hebbal,962,2,3,4,10.3,Semi-Furnished,1,76.31
Marathahalli,1100,2,1,0,8.1,Furnished,1,61.92
Koramangala,1379,3,2,2,15.0,Semi-Furnished,1,146.27
Koramangala,446,1,1,0,12.0,Furnished,1,51.8
Marathahalli,1190,3,3,0,31.3,Furnished,0,57.41
BTM Layout,1233,2,2,2,1.2,Semi-Furnished,1,96.8
Sarjapur Road,1440,3,2,1,2.2,Semi-Furnished,0,86.78
Electronic City,1524,3,3,3,6.1,Furnished,1,77.77
Indiranagar,1500,3,3,2,7.9,Furnished,0,181.32
Sarjapur Road,1340,3,3,3,4.6,Furnished,1,86.3
Hebbal,861,2,2,0,0.5,Unfurnished,1,59.87
BTM Layout,1349,3,3,2,11.1,Unfurnished,1,87.09
Indiranagar,942,2,2,2,19.4,Semi-Furnished,1,88.2
Marathahalli,1105,2,1,0,3.1,Semi-Furnished,1,67.63
Hebbal,1381,3,3,2,1.5,Unfurnished,0,91.5
Yelahanka,862,1,2,2,0.1,Unfurnished,1,43.91
HSR Layout,1654,3,2,2,1.6,Unfurnished,1,148.03
Whitefield,1621,3,3,2,7.2,Semi-Furnished,1,95.28
Marathahalli,1032,2,3,4,14.6,Furnished,1,65.76
Koramangala,827,1,1,0,0.6,Furnished,1,100.97
HSR Layout,567,1,1,3,4.8,Unfurnished,0,50.04
Sarjapur Road,2095,4,3,2,7.1,Unfurnished,0,107.53
HSR Layout,1525,3,2,0,1.9,Unfurnished,1,133.73
JP Nagar,1155,2,2,0,5.1,Unfurnished,1,92.04
Indiranagar,1146,2,2,1,7.5,Semi-Furnished,0,109.73
Yelahanka,1429,3,2,1,10.9,Unfurnished,0,65.34
Sarjapur Road,2020,4,5,4,3.6,Unfurnished,0,102.76
Electronic City,696,1,1,1,8.3,Unfurnished,0,23.42
Whitefield,1157,2,1,2,2.2,Unfurnished,1,65.84
HSR Layout,2041,4,5,4,1.4,Unfurnished,1,160.21
Electronic City,362,1,1,1,1.2,Semi-Furnished,1,16.63
Hebbal,1019,2,2,2,2.7,Unfurnished,0,73.67
BTM Layout,2194,4,5,4,0.2,Semi-Furnished,1,162.19
HSR Layout,1771,3,3,0,2.0,Unfurnished,0,130.75
Koramangala,870,2,2,3,6.3,Semi-Furnished,1,104.59
HSR Layout,536,1,1,0,6.3,Furnished,1,53.14
Hebbal,542,1,2,1,0.5,Semi-Furnished,1,41.39
Whitefield,1253,2,3,0,2.0,Semi-Furnished,0,83.12
Marathahalli,2095,4,4,1,5.1,Furnished,0,137.65
Marathahalli,914,2,2,1,2.3,Unfurnished,1,55.0
Yelahanka,1584,3,2,0,3.2,Unfurnished,0,78.76
Koramangala,2039,4,3,1,7.5,Unfurnished,1,178.47
Hebbal,866,2,1,0,0.1,Unfurnished,1,54.33
Electronic City,916,2,3,1,1.9,Semi-Furnished,1,46.96
Indiranagar,1760,3,3,1,0.9,Unfurnished,1,163.19
BTM Layout,2158,4,5,2,0.8,Furnished,0,169.69
Hebbal,1516,3,3,0,19.2,Unfurnished,1,81.51
Whitefield,563,1,1,1,2.8,Furnished,0,36.6
Koramangala,1544,3,4,1,4.5,Furnished,0,178.26
Indiranagar,1542,3,2,2,7.9,Furnished,1,157.36
Koramangala,2144,4,5,2,0.3,Furnished,0,243.22
Koramangala,1067,2,1,3,1.7,Unfurnished,0,109.75
Whitefield,1630,3,3,3,10.7,Semi-Furnished,1,91.61
HSR Layout,2103,4,3,0,11.9,Unfurnished,1,166.75
Hebbal,903,2,2,2,2.8,Furnished,1,61.48
Marathahalli,958,2,2,0,2.8,Unfurnished,1,61.94
Yelahanka,303,1,2,0,8.5,Unfurnished,1,15.33
Electronic City,1354,2,3,2,2.1,Furnished,1,67.56
Sarjapur Road,1179,2,3,1,0.7,Unfurnished,1,62.93
JP Nagar,1975,4,4,1,1.8,Unfurnished,0,140.26
JP Nagar,1008,2,2,1,2.9,Unfurnished,1,73.64
JP Nagar,954,2,2,3,0.3,Semi-Furnished,1,70.09
BTM Layout,1731,3,3,2,3.9,Semi-Furnished,0,102.66
Jayanagar,837,2,2,0,8.1,Semi-Furnished,0,66.77
Indiranagar,1067,2,3,2,4.3,Furnished,1,109.11
Marathahalli,1484,3,4,0,0.4,Unfurnished,1,88.93
Hebbal,2224,4,5,3,3.5,Semi-Furnished,1,168.0
Hebbal,1484,3,3,1,7.4,Semi-Furnished,1,97.91
Jayanagar,1236,3,3,3,0.4,Semi-Furnished,1,109.23
Whitefield,1012,2,2,4,0.4,Unfurnished,1,68.36
HSR Layout,1954,4,4,2,2.8,Unfurnished,1,184.31
BTM Layout,1062,2,3,2,1.3,Unfurnished,1,74.49
Marathahalli,1715,3,4,3,16.4,Unfurnished,0,98.76
Jayanagar,789,2,3,2,5.2,Unfurnished,1,60.27
Koramangala,1980,4,5,0,2.0,Unfurnished,1,198.82
HSR Layout,1417,3,4,2,7.3,Unfurnished,1,123.59
BTM Layout,1443,3,2,1,2.8,Unfurnished,0,86.91
Yelahanka,1161,2,2,1,0.9,Semi-Furnished,1,69.93
JP Nagar,1024,2,2,4,1.6,Furnished,0,86.99
HSR Layout,1562,3,3,2,6.2,Unfurnished,1,128.35
Yelahanka,1406,3,4,3,0.3,Semi-Furnished,1,79.55
Koramangala,634,1,1,3,1.9,Furnished,1,78.95
Hebbal,2917,5,6,1,1.4,Semi-Furnished,1,216.68
HSR Layout,1990,4,5,0,1.3,Furnished,1,198.57
HSR Layout,1167,2,2,2,6.9,Unfurnished,1,90.76
Yelahanka,1508,3,2,2,10.5,Furnished,1,93.82
Sarjapur Road,1657,3,2,1,7.5,Semi-Furnished,1,85.53
Whitefield,1020,2,2,3,6.2,Unfurnished,1,65.42
JP Nagar,1107,2,3,2,14.9,Furnished,0,79.5
Koramangala,1494,3,2,0,0.4,Furnished,1,196.72
HSR Layout,1486,3,3,2,1.1,Unfurnished,1,139.19
Whitefield,1089,2,1,1,3.2,Furnished,0,76.01
Koramangala,1581,3,4,1,2.8,Unfurnished,0,169.04
Jayanagar,1313,3,3,3,3.2,Semi-Furnished,0,100.52
Whitefield,1715,3,2,0,1.4,Unfurnished,1,97.45
Jayanagar,321,1,1,3,1.0,Unfurnished,1,24.56
BTM Layout,1997,4,3,1,4.3,Semi-Furnished,1,151.43
Electronic City,1036,2,3,2,15.8,Unfurnished,1,36.59
Hebbal,1112,2,2,1,3.0,Unfurnished,1,65.14
HSR Layout,1286,2,1,4,0.3,Unfurnished,1,115.46
Yelahanka,771,2,1,2,7.3,Unfurnished,1,30.64
Koramangala,2024,4,4,1,2.1,Semi-Furnished,0,223.19
Indiranagar,731,2,3,3,1.7,Unfurnished,1,66.27
Indiranagar,1505,3,2,0,2.4,Furnished,1,161.96
Electronic City,641,1,1,2,7.7,Unfurnished,1,22.08
Indiranagar,1289,2,1,4,10.2,Unfurnished,1,130.47
Yelahanka,2818,5,6,1,5.3,Unfurnished,1,123.33
BTM Layout,1657,3,3,0,2.3,Semi-Furnished,1,122.84
JP Nagar,1138,2,3,0,2.2,Unfurnished,1,74.68
Yelahanka,1435,3,3,1,0.8,Semi-Furnished,0,69.59
Electronic City,839,2,2,3,16.2,Unfurnished,1,35.81
Koramangala,1091,2,3,1,6.1,Furnished,1,135.26
Koramangala,1276,3,2,2,0.2,Unfurnished,1,128.3
Koramangala,1694,3,2,2,6.5,Furnished,1,200.54
Jayanagar,1026,2,2,3,3.6,Unfurnished,0,78.5
Jayanagar,2279,4,5,1,21.6,Unfurnished,0,156.66
HSR Layout,1428,3,4,3,10.3,Unfurnished,1,128.69
Koramangala,1090,2,1,0,1.1,Unfurnished,0,107.65
JP Nagar,1531,3,3,1,7.6,Semi-Furnished,0,113.53
JP Nagar,1493,3,3,4,4.0,Furnished,1,129.81
Koramangala,1435,3,3,2,1.2,Unfurnished,0,141.66
BTM Layout,1109,2,2,4,7.2,Semi-Furnished,0,73.87
Sarjapur Road,1361,3,3,3,4.8,Unfurnished,1,70.8
Koramangala,869,2,3,1,0.2,Unfurnished,0,94.68
Koramangala,1686,3,3,1,6.2,Unfurnished,0,172.39
Jayanagar,1609,3,2,1,6.0,Furnished,0,136.41
Sarjapur Road,1060,2,3,2,0.9,Unfurnished,1,59.18
BTM Layout,1750,3,2,0,2.6,Semi-Furnished,1,125.81
Electronic City,2060,4,4,0,5.3,Unfurnished,0,87.49
HSR Layout,2298,4,4,2,0.9,Unfurnished,0,194.15
Jayanagar,1076,2,2,1,11.5,Unfurnished,1,96.16
Jayanagar,896,2,2,4,0.2,Unfurnished,0,74.47
Indiranagar,1777,3,4,2,0.7,Unfurnished,1,192.81
BTM Layout,749,1,1,1,0.7,Unfurnished,1,49.65
Yelahanka,2082,4,4,1,4.5,Unfurnished,0,96.42
JP Nagar,1159,2,2,0,5.8,Furnished,1,101.87
BTM Layout,989,2,3,0,3.1,Unfurnished,1,65.49
Hebbal,1174,2,1,1,2.0,Semi-Furnished,0,83.71
HSR Layout,691,2,1,1,9.9,Unfurnished,1,62.52
Marathahalli,1347,3,3,2,0.4,Furnished,1,90.16
Indiranagar,1197,2,2,1,2.0,Unfurnished,0,105.22
Yelahanka,1013,2,1,2,0.2,Unfurnished,1,56.86
Indiranagar,1081,2,3,0,0.1,Furnished,0,113.37
Hebbal,1298,3,3,1,2.6,Unfurnished,1,89.53
Indiranagar,1327,2,2,2,1.3,Semi-Furnished,1,133.18
Electronic City,1679,3,2,3,1.9,Semi-Furnished,0,70.08
Indiranagar,1470,3,4,2,10.3,Unfurnished,1,142.99
Whitefield,1439,3,4,2,1.1,Furnished,1,102.06
Hebbal,2254,4,4,1,9.1,Furnished,1,176.72
Hebbal,2397,4,3,1,6.7,Furnished,1,157.08
Jayanagar,2243,4,4,1,2.4,Furnished,1,229.18
Indiranagar,1376,2,3,3,4.7,Semi-Furnished,1,136.86
Electronic City,912,2,2,1,3.5,Unfurnished,0,32.33
Whitefield,927,2,3,2,0.8,Semi-Furnished,1,69.28
Indiranagar,1922,4,5,0,14.3,Unfurnished,1,178.75
BTM Layout,2866,5,4,0,5.1,Unfurnished,1,200.41
Koramangala,2126,4,3,4,12.7,Semi-Furnished,1,237.96
Koramangala,577,1,1,2,10.4,Furnished,1,67.36
Electronic City,2221,4,5,3,0.5,Unfurnished,0,89.47
Indiranagar,1235,2,2,4,1.4,Furnished,1,140.62
Jayanagar,371,1,2,1,0.9,Unfurnished,0,29.34
Marathahalli,960,2,2,0,10.7,Unfurnished,1,49.33
Koramangala,723,1,2,0,11.9,Furnished,0,73.24
Whitefield,1430,3,3,0,4.5,Furnished,0,87.94
HSR Layout,930,2,3,3,0.7,Unfurnished,1,91.74
Koramangala,1203,2,3,0,0.9,Unfurnished,1,132.23
Indiranagar,1307,3,3,0,10.1,Unfurnished,1,114.52
Sarjapur Road,2055,4,3,0,15.9,Furnished,1,110.31
Marathahalli,1549,3,2,0,1.3,Unfurnished,1,86.74
Jayanagar,964,2,2,1,0.1,Unfurnished,1,72.46
HSR Layout,1617,3,4,2,2.4,Semi-Furnished,1,161.31
HSR Layout,2015,4,5,2,0.2,Unfurnished,1,200.23
Jayanagar,811,1,1,0,10.6,Unfurnished,1,73.78
Hebbal,1481,3,3,1,4.1,Furnished,1,108.68
Hebbal,1151,2,2,1,6.2,Furnished,1,95.63
Indiranagar,712,1,1,1,3.2,Furnished,1,76.88
Jayanagar,1406,3,3,1,2.5,Unfurnished,1,108.22
HSR Layout,1792,4,5,1,1.5,Furnished,1,179.61
BTM Layout,1104,2,2,0,8.8,Semi-Furnished,0,77.23
Yelahanka,1511,3,2,2,7.1,Unfurnished,1,66.51
Jayanagar,2183,4,5,2,2.7,Semi-Furnished,1,192.13
Electronic City,2066,4,5,2,2.3,Unfurnished,0,84.2
Marathahalli,985,2,2,1,0.0,Semi-Furnished,0,56.49
Electronic City,2401,4,4,4,0.4,Semi-Furnished,1,106.48
Koramangala,829,2,2,1,5.9,Semi-Furnished,1,75.11
Indiranagar,1610,3,3,4,4.3,Unfurnished,1,154.53
Hebbal,514,1,1,0,3.4,Semi-Furnished,0,36.35
Indiranagar,550,1,1,0,10.5,Unfurnished,0,45.19
HSR Layout,1452,3,4,1,4.2,Furnished,1,158.47
BTM Layout,929,2,3,1,2.9,Semi-Furnished,0,75.72
Indiranagar,1136,2,3,3,1.1,Unfurnished,1,113.66
Jayanagar,1259,2,1,1,10.3,Unfurnished,0,103.55
HSR Layout,1571,3,2,2,5.2,Semi-Furnished,1,172.14
Whitefield,616,1,1,0,0.6,Semi-Furnished,0,45.2
JP Nagar,1352,3,3,0,6.3,Semi-Furnished,1,95.19
Whitefield,678,1,1,0,3.3,Unfurnished,1,36.52
Jayanagar,1373,2,3,1,10.0,Semi-Furnished,1,114.98
Marathahalli,993,2,1,4,15.1,Unfurnished,0,49.33
Yelahanka,994,2,2,1,5.5,Semi-Furnished,0,54.73
Hebbal,966,2,2,3,7.9,Furnished,0,74.69
Koramangala,977,2,2,1,0.3,Semi-Furnished,1,102.26
Whitefield,2388,5,6,0,4.9,Unfurnished,1,135.12
Hebbal,1561,3,4,3,8.4,Furnished,1,121.76
Jayanagar,473,1,1,1,4.1,Unfurnished,0,33.6
JP Nagar,808,2,2,1,5.4,Semi-Furnished,1,62.58
JP Nagar,2213,4,4,2,13.8,Semi-Furnished,1,145.96
JP Nagar,888,2,2,0,1.3,Unfurnished,1,58.2
Jayanagar,549,1,1,1,0.6,Unfurnished,1,43.51
Koramangala,1720,3,3,2,7.0,Unfurnished,0,170.38
JP Nagar,1289,3,3,2,10.4,Furnished,1,107.37
HSR Layout,1270,3,2,3,11.4,Furnished,1,125.49
Indiranagar,640,1,1,3,6.2,Semi-Furnished,1,69.41
BTM Layout,1222,2,3,2,10.7,Unfurnished,1,86.86
BTM Layout,1264,3,3,1,7.2,Furnished,0,98.37
Jayanagar,1111,2,2,0,0.5,Semi-Furnished,1,102.39
Electronic City,1587,3,3,1,8.6,Unfurnished,0,62.63
HSR Layout,1191,3,3,0,1.2,Unfurnished,0,102.73
JP Nagar,1170,2,2,1,1.6,Unfurnished,1,73.32
BTM Layout,2231,4,4,4,3.0,Semi-Furnished,1,182.17
Indiranagar,2053,4,4,1,2.3,Semi-Furnished,0,212.52
Whitefield,1688,3,4,1,2.3,Semi-Furnished,0,96.85
BTM Layout,770,1,2,1,1.1,Furnished,1,72.51
HSR Layout,615,1,1,1,2.1,Unfurnished,0,51.01
Jayanagar,982,2,3,2,0.1,Semi-Furnished,1,91.48
Sarjapur Road,904,2,2,0,3.8,Unfurnished,0,50.72
Whitefield,2794,5,5,0,8.8,Semi-Furnished,0,165.2
Yelahanka,1135,2,2,2,11.9,Unfurnished,1,56.06
Electronic City,1001,2,2,1,10.3,Unfurnished,1,39.13
HSR Layout,720,2,2,0,3.2,Furnished,1,84.73
JP Nagar,1690,3,3,2,7.9,Unfurnished,1,112.09
HSR Layout,1079,2,2,1,2.0,Semi-Furnished,0,110.21
Sarjapur Road,993,2,3,1,0.3,Furnished,1,56.34
Jayanagar,1179,2,2,3,6.8,Semi-Furnished,1,94.77
Koramangala,2329,4,4,0,6.3,Unfurnished,1,239.5
Indiranagar,300,1,1,4,9.7,Unfurnished,1,26.57
Koramangala,2165,4,3,4,5.7,Furnished,0,247.4
HSR Layout,1886,4,5,0,1.0,Unfurnished,0,168.42
Whitefield,1125,2,2,3,11.5,Semi-Furnished,1,61.0
HSR Layout,1519,3,2,1,5.9,Semi-Furnished,0,126.81
Jayanagar,695,1,2,1,9.9,Semi-Furnished,1,61.1
Hebbal,2725,5,5,1,8.9,Semi-Furnished,0,174.6
Yelahanka,1219,3,3,0,2.1,Unfurnished,1,65.45
Hebbal,982,2,2,1,0.5,Semi-Furnished,0,69.82
Whitefield,1111,2,2,3,1.2,Semi-Furnished,0,72.39
Indiranagar,752,1,2,2,0.6,Unfurnished,1,77.76
Yelahanka,2624,5,6,1,1.7,Unfurnished,1,126.25
Jayanagar,754,1,1,1,3.7,Semi-Furnished,1,58.05
Whitefield,1403,3,4,2,14.2,Semi-Furnished,0,86.05
JP Nagar,1104,2,2,3,12.3,Semi-Furnished,1,74.98
JP Nagar,2024,4,4,3,7.6,Semi-Furnished,1,149.38
Jayanagar,1077,2,2,1,0.1,Semi-Furnished,1,98.07
Whitefield,1634,3,2,1,2.5,Furnished,0,109.2
JP Nagar,866,2,2,2,6.9,Semi-Furnished,1,70.62
Marathahalli,1398,3,3,1,0.8,Unfurnished,1,80.93
JP Nagar,628,1,1,4,9.7,Unfurnished,1,42.99
Hebbal,1410,2,1,1,14.8,Semi-Furnished,0,96.36
JP Nagar,921,2,1,1,2.6,Furnished,1,83.04
Jayanagar,1806,3,2,1,7.3,Unfurnished,0,132.26
Indiranagar,1351,2,2,1,1.0,Semi-Furnished,1,131.52
Yelahanka,1485,3,4,2,7.0,Unfurnished,1,67.26
Marathahalli,1005,2,1,2,0.1,Unfurnished,1,58.28
Hebbal,1996,4,4,2,1.0,Semi-Furnished,1,136.01
Indiranagar,2090,4,4,1,7.4,Unfurnished,0,187.98
Indiranagar,1289,3,4,0,7.5,Semi-Furnished,1,130.68
BTM Layout,1039,2,2,1,6.1,Furnished,1,68.79
Hebbal,1275,2,2,1,3.9,Furnished,1,91.57
BTM Layout,508,1,1,3,6.7,Unfurnished,1,27.53
Hebbal,1014,2,2,0,8.9,Semi-Furnished,1,69.17
Marathahalli,1245,3,2,2,20.4,Furnished,1,76.98
Yelahanka,1556,3,2,1,13.2,Unfurnished,1,60.28
BTM Layout,2140,4,4,1,9.5,Unfurnished,1,128.76
Marathahalli,1060,2,3,4,7.1,Furnished,1,69.28
Yelahanka,1467,3,2,4,5.1,Unfurnished,1,65.01
Indiranagar,1006,2,2,0,0.8,Furnished,1,107.82
Jayanagar,1575,3,3,1,1.1,Semi-Furnished,0,143.5
Hebbal,1046,2,3,0,10.3,Unfurnished,0,63.32
Koramangala,1097,2,2,2,9.8,Unfurnished,0,92.39
Indiranagar,1082,2,1,1,5.7,Unfurnished,1,87.12
Koramangala,1669,3,4,0,3.5,Unfurnished,1,202.67
Koramangala,2202,4,3,1,0.2,Semi-Furnished,0,261.31
Indiranagar,1079,2,3,3,2.4,Semi-Furnished,1,111.54
HSR Layout,828,1,1,1,3.3,Semi-Furnished,0,77.09
BTM Layout,1113,2,2,1,4.0,Unfurnished,1,74.67
Jayanagar,1696,3,4,1,15.9,Furnished,1,157.37
Indiranagar,1141,2,2,2,0.7,Semi-Furnished,1,113.83
Electronic City,1224,3,2,3,4.4,Furnished,0,56.3
Hebbal,2996,5,5,1,2.8,Furnished,1,248.5
HSR Layout,2120,4,3,0,27.7,Unfurnished,1,166.4
JP Nagar,1042,2,3,2,11.9,Unfurnished,1,75.75
Yelahanka,2142,4,5,2,3.5,Furnished,1,135.9
JP Nagar,1448,3,3,1,40.0,Semi-Furnished,1,77.89
Koramangala,1084,2,2,2,4.3,Unfurnished,1,106.19
Hebbal,1411,3,4,1,1.1,Semi-Furnished,1,92.79
Koramangala,2291,4,3,0,4.9,Unfurnished,1,234.68
Sarjapur Road,1033,2,1,0,1.5,Unfurnished,0,56.57
Yelahanka,993,2,3,0,6.1,Semi-Furnished,1,50.85
Koramangala,911,2,1,0,16.6,Unfurnished,1,79.25
Koramangala,1540,3,4,1,9.3,Furnished,1,197.84
Indiranagar,1078,2,2,3,1.9,Furnished,1,129.24
Hebbal,2158,4,3,2,2.1,Semi-Furnished,1,174.34
Indiranagar,1346,3,3,3,0.4,Unfurnished,1,123.71
Marathahalli,1260,3,3,1,2.0,Unfurnished,1,68.63
Koramangala,694,1,1,3,0.6,Unfurnished,1,79.44
Yelahanka,1723,3,3,2,4.2,Semi-Furnished,0,86.03
JP Nagar,896,2,2,2,7.4,Unfurnished,1,60.61
JP Nagar,838,1,1,0,8.3,Semi-Furnished,1,61.06
Hebbal,1543,3,2,0,0.4,Unfurnished,1,107.09
Indiranagar,1049,2,2,2,2.5,Furnished,0,123.33
Electronic City,1440,3,4,1,2.0,Furnished,1,73.66
Hebbal,392,1,1,0,0.7,Semi-Furnished,0,29.77
HSR Layout,1198,2,1,1,2.7,Semi-Furnished,0,115.04
HSR Layout,934,2,1,1,2.1,Unfurnished,1,78.88
Whitefield,2683,5,5,1,6.0,Unfurnished,0,139.03
Koramangala,1649,3,2,2,12.9,Furnished,1,179.28
Whitefield,1218,3,3,2,3.6,Semi-Furnished,1,69.85
BTM Layout,821,2,2,3,8.2,Unfurnished,0,51.03
Koramangala,597,1,1,2,0.9,Semi-Furnished,1,75.1
Jayanagar,2844,5,4,0,13.5,Furnished,0,244.93
Whitefield,1123,2,3,1,1.0,Unfurnished,1,64.86
Yelahanka,1005,2,3,3,1.3,Unfurnished,0,55.22
Koramangala,1880,3,3,2,0.7,Furnished,0,210.35
BTM Layout,566,1,1,0,2.2,Semi-Furnished,1,40.19
BTM Layout,1465,3,3,2,4.8,Unfurnished,1,109.79
Koramangala,1380,3,3,2,26.5,Unfurnished,1,120.7
BTM Layout,1069,2,2,1,9.5,Furnished,0,79.69
Sarjapur Road,692,1,1,1,2.9,Furnished,0,45.58
JP Nagar,1231,2,1,3,5.1,Unfurnished,1,90.28
JP Nagar,1877,4,3,0,5.9,Unfurnished,1,122.8
Koramangala,1463,3,2,0,10.4,Unfurnished,1,118.4
Marathahalli,1117,2,3,3,8.0,Unfurnished,1,59.64
Whitefield,688,1,1,2,5.1,Unfurnished,0,41.18
Electronic City,1501,3,3,2,6.6,Unfurnished,0,57.92
Sarjapur Road,1581,3,3,0,8.2,Unfurnished,1,85.64
Koramangala,929,2,3,0,0.9,Furnished,0,114.69
Hebbal,1284,2,3,0,1.3,Unfurnished,0,76.54
JP Nagar,1199,2,2,1,7.0,Unfurnished,0,79.18
BTM Layout,1298,3,4,1,11.4,Unfurnished,1,88.51
Sarjapur Road,2639,5,5,2,3.2,Semi-Furnished,0,141.7
Koramangala,893,2,1,0,23.4,Unfurnished,1,75.04
Whitefield,1602,3,3,0,1.5,Semi-Furnished,1,105.94
HSR Layout,857,2,2,2,3.2,Semi-Furnished,0,79.77
Indiranagar,1000,2,2,3,2.9,Furnished,1,122.22
Whitefield,1118,2,2,1,16.0,Semi-Furnished,1,65.22
HSR Layout,1490,3,4,3,2.0,Unfurnished,1,127.71
JP Nagar,1089,2,3,2,3.8,Unfurnished,0,74.95
Marathahalli,1340,3,4,2,1.2,Semi-Furnished,0,81.99
Koramangala,1139,2,2,2,4.4,Unfurnished,1,127.49
Yelahanka,958,2,1,1,11.7,Unfurnished,1,41.91
Indiranagar,551,1,1,1,2.2,Furnished,0,53.32
Whitefield,1536,3,4,2,10.0,Furnished,1,105.76
Hebbal,1065,2,1,4,14.5,Furnished,1,73.31
Marathahalli,1504,3,4,2,0.5,Furnished,0,91.88
Hebbal,937,2,3,3,8.5,Semi-Furnished,1,67.12
Whitefield,1005,2,2,1,1.8,Semi-Furnished,0,66.27
JP Nagar,1050,2,2,2,1.2,Unfurnished,1,74.74
Marathahalli,844,2,3,1,5.5,Furnished,0,56.27
Marathahalli,531,1,1,0,7.3,Unfurnished,1,30.51
Marathahalli,1108,2,3,0,3.0,Semi-Furnished,0,70.41
BTM Layout,1308,3,3,2,0.2,Unfurnished,1,88.91
Marathahalli,1673,3,2,0,14.4,Unfurnished,0,76.39
